timestamp,open,high,low,close,volume
1756857600000,851.8,852.68,851.26,852.65,1277.328
1756858500000,852.66,854.0,852.49,853.55,1899.839
1756859400000,853.54,853.67,851.06,851.33,1025.748
1756860300000,851.33,851.33,850.0,850.68,804.534
1756861200000,850.68,850.69,849.42,849.62,934.209
1756862100000,849.61,850.27,849.22,849.32,585.397
1756863000000,849.33,850.02,849.21,849.25,857.749
1756863900000,849.26,852.16,848.91,852.1,1632.115
1756864800000,852.1,852.96,850.75,851.65,974.243
1756865700000,851.64,853.33,851.55,852.9,732.218
1756866600000,852.9,852.91,851.94,852.63,732.085
1756867500000,852.63,853.63,852.6,853.1,1006.834
1756868400000,853.1,853.7,852.23,852.4,745.933
1756869300000,852.4,852.8,852.03,852.26,684.804
1756870200000,852.26,852.28,851.12,851.67,520.646
1756871100000,851.67,852.18,851.33,851.57,505.452
1756872000000,851.56,852.47,851.28,851.33,536.885
1756872900000,851.32,852.15,851.03,851.83,533.05
1756873800000,851.83,852.5,851.82,852.49,511.284
1756874700000,852.48,852.8,852.29,852.49,1212.819
1756875600000,852.5,852.5,851.08,851.36,609.113
1756876500000,851.35,851.38,850.56,851.17,579.304
1756877400000,851.17,851.4,850.7,850.79,407.656
1756878300000,850.8,850.97,850.4,850.61,303.228
1756879200000,850.61,851.04,849.45,851.0,1205.63
1756880100000,851.0,851.69,850.79,851.68,697.556
1756881000000,851.69,852.56,851.68,851.94,928.242
1756881900000,851.93,852.3,851.48,851.9,595.888
1756882800000,851.9,852.38,850.96,851.34,810.035
1756883700000,851.34,852.3,850.84,852.23,1166.572
1756884600000,852.23,854.06,852.23,854.06,1359.787
1756885500000,854.05,854.69,853.52,854.65,1430.142
1756886400000,854.64,855.21,853.95,854.54,1457.425
1756887300000,854.53,855.0,853.4,853.71,1058.126
1756888200000,853.71,854.0,852.9,853.29,866.946
1756889100000,853.29,853.36,853.0,853.35,525.987
1756890000000,853.35,853.68,852.07,852.1,876.728
1756890900000,852.11,853.56,852.1,853.19,1041.182
1756891800000,853.2,854.03,852.88,853.8,685.799
1756892700000,853.8,854.5,853.6,854.31,821.649
1756893600000,854.32,854.5,853.23,853.87,1176.251
1756894500000,853.88,854.57,853.72,854.1,1346.942
1756895400000,854.1,854.35,853.64,853.98,694.342
1756896300000,853.98,853.98,853.3,853.63,900.37
1756897200000,853.63,854.89,853.4,854.6,1256.678
1756898100000,854.61,855.0,854.08,854.57,1198.484
1756899000000,854.57,854.78,853.8,854.78,596.332
1756899900000,854.78,854.78,853.96,854.01,582.185
1756900800000,854.01,854.44,853.4,853.76,1611.805
1756901700000,853.77,854.19,853.47,853.62,695.297
1756902600000,853.62,854.31,852.9,852.91,2653.566
1756903500000,852.92,853.36,852.1,852.27,1065.535
1756904400000,852.27,854.1,852.27,854.1,1458.442
1756905300000,854.1,855.27,853.96,854.7,1897.487
1756906200000,854.71,857.15,853.84,857.03,2471.023
1756907100000,857.04,858.1,856.6,856.96,2894.076
1756908000000,856.96,858.18,856.45,856.57,2144.271
1756908900000,856.58,859.49,856.57,859.25,2450.808
1756909800000,859.25,862.83,859.24,862.69,5515.181
1756910700000,862.69,864.06,861.08,861.24,3845.708
1756911600000,861.24,862.0,859.02,859.89,4037.752
1756912500000,859.89,860.1,858.43,858.7,790.403
1756913400000,858.7,861.04,858.69,860.98,960.418
1756914300000,860.97,861.31,860.29,860.31,2402.258
1756915200000,860.3,861.44,859.87,860.59,1422.502
1756916100000,860.6,860.68,859.01,859.08,584.665
1756917000000,859.08,859.36,857.77,857.78,830.177
1756917900000,857.78,858.68,857.59,858.67,628.203
1756918800000,858.68,862.36,858.68,861.95,2214.04
1756919700000,861.94,861.94,860.56,861.13,1460.537
1756920600000,861.13,861.55,860.2,860.2,1110.852
1756921500000,860.2,860.87,859.56,860.1,1043.846
1756922400000,860.1,860.68,859.63,860.65,802.882
1756923300000,860.65,860.65,860.01,860.3,444.184
1756924200000,860.3,861.18,859.49,859.62,1743.95
1756925100000,859.62,859.62,858.49,858.49,712.563
1756926000000,858.48,861.0,858.3,858.36,1624.007
1756926900000,858.36,859.18,858.1,858.77,956.375
1756927800000,858.78,858.78,857.74,857.75,1842.933
1756928700000,857.75,858.23,856.62,857.01,1998.469
1756929600000,857.01,857.22,855.01,855.18,2522.724
1756930500000,855.18,855.19,852.4,853.44,3896.023
1756931400000,853.44,854.83,852.84,853.67,2401.042
1756932300000,853.67,854.62,853.31,854.47,681.128
1756933200000,854.47,855.51,853.68,855.48,1382.575
1756934100000,855.47,856.17,855.01,855.74,1071.157
1756935000000,855.74,855.74,854.0,854.15,452.01
1756935900000,854.15,854.8,853.3,854.63,447.147
1756936800000,854.62,855.61,853.71,855.01,925.142
1756937700000,855.01,855.48,854.71,854.76,338.305
1756938600000,854.76,854.76,854.02,854.6,572.414
1756939500000,854.6,855.47,854.32,855.47,510.068
1756940400000,855.47,855.66,854.43,854.56,583.546
1756941300000,854.55,855.1,854.32,855.0,246.767
1756942200000,855.0,855.3,853.96,854.03,951.554
1756943100000,854.03,855.14,854.03,854.76,265.454
1756944000000,854.76,855.91,854.68,854.96,1133.945
1756944900000,854.97,856.52,854.31,856.33,661.743
1756945800000,856.33,856.56,855.87,856.29,460.272
1756946700000,856.28,856.72,856.08,856.33,375.296
1756947600000,856.33,856.44,854.43,854.57,945.982
1756948500000,854.57,855.0,854.04,854.74,376.998
1756949400000,854.74,855.5,854.52,854.53,441.399
1756950300000,854.52,855.0,854.41,855.0,438.738
1756951200000,855.0,855.38,853.75,854.03,1422.069
1756952100000,854.03,854.04,852.5,852.51,758.19
1756953000000,852.5,852.59,850.85,851.12,1323.851
1756953900000,851.12,851.36,850.5,850.6,1853.611
1756954800000,850.6,851.0,849.44,850.44,1763.614
1756955700000,850.44,851.83,849.91,850.55,1220.634
1756956600000,850.56,850.7,848.74,848.75,1332.415
1756957500000,848.75,849.29,848.01,848.68,1758.631
1756958400000,848.68,848.9,845.08,848.52,3878.647
1756959300000,848.52,849.43,848.16,848.45,780.368
1756960200000,848.46,849.74,848.08,848.8,965.563
1756961100000,848.81,849.16,847.07,847.28,906.795
1756962000000,847.28,848.03,846.2,847.36,1759.929
1756962900000,847.36,847.64,844.36,845.76,2524.442
1756963800000,845.76,847.19,845.68,846.0,1907.254
1756964700000,846.01,846.95,845.7,846.95,1649.184
1756965600000,846.95,848.11,846.16,847.92,852.431
1756966500000,847.91,847.92,846.01,847.19,752.444
1756967400000,847.2,847.69,846.6,847.34,1163.614
1756968300000,847.35,847.53,845.83,846.88,956.043
1756969200000,846.88,848.32,846.56,848.31,1477.519
1756970100000,848.31,848.5,847.0,847.61,777.258
1756971000000,847.61,847.89,846.7,846.87,1768.984
1756971900000,846.88,848.19,846.88,847.71,618.245
1756972800000,847.7,849.37,847.24,848.2,1453.507
1756973700000,848.21,849.0,848.18,848.9,585.897
1756974600000,848.91,849.0,847.8,848.28,1386.578
1756975500000,848.29,848.4,847.15,847.75,961.42
1756976400000,847.75,849.12,847.74,848.49,950.992
1756977300000,848.5,848.5,847.6,847.6,493.792
1756978200000,847.6,847.9,847.24,847.52,615.023
1756979100000,847.53,848.1,847.11,847.84,2202.906
1756980000000,847.84,848.5,847.0,848.06,1429.431
1756980900000,848.06,848.49,847.41,848.49,1559.301
1756981800000,848.49,849.33,847.95,849.03,1115.91
1756982700000,849.03,849.52,848.0,848.0,991.48
1756983600000,848.0,849.7,847.32,849.51,1062.047
1756984500000,849.5,849.84,848.65,848.66,726.279
1756985400000,848.66,849.15,848.08,849.03,551.612
1756986300000,849.03,849.08,847.76,847.78,1299.573
1756987200000,847.78,849.04,847.28,848.9,1502.26
1756988100000,848.9,849.79,848.2,848.5,873.799
1756989000000,848.5,849.22,846.67,846.97,842.239
1756989900000,846.96,848.8,846.86,848.79,609.187
1756990800000,848.8,848.97,848.22,848.38,1325.758
1756991700000,848.38,849.0,848.2,848.59,965.055
1756992600000,848.6,849.35,847.31,848.19,2209.843
1756993500000,848.19,848.34,846.63,847.85,1028.725
1756994400000,847.84,848.4,844.5,845.35,3475.257
1756995300000,845.35,847.4,844.7,846.8,987.753
1756996200000,846.8,847.92,846.6,847.11,887.52
1756997100000,847.1,847.6,846.21,846.33,1322.292
1756998000000,846.33,846.33,843.26,843.6,2804.8
1756998900000,843.6,845.1,842.81,844.63,3147.534
1756999800000,844.64,844.9,843.65,844.17,985.071
1757000700000,844.17,844.87,843.79,844.26,789.126
1757001600000,844.25,845.33,843.75,845.17,2036.86
1757002500000,845.18,845.65,844.03,844.25,1000.853
1757003400000,844.25,844.76,843.5,844.61,865.263
1757004300000,844.6,845.63,844.6,845.0,907.882
1757005200000,845.0,846.75,844.83,846.16,797.014
1757006100000,846.15,846.36,844.56,846.06,1236.667
1757007000000,846.06,846.16,844.21,844.22,781.369
1757007900000,844.21,845.17,844.15,844.6,952.432
1757008800000,844.6,846.39,844.56,845.21,699.19
1757009700000,845.21,845.77,843.3,843.3,1083.299
1757010600000,843.31,844.2,841.1,843.44,2202.332
1757011500000,843.44,843.78,841.36,841.85,1636.598
1757012400000,841.85,843.4,841.1,843.39,1307.043
1757013300000,843.4,844.3,843.11,844.17,1115.066
1757014200000,844.17,844.6,843.63,843.87,680.822
1757015100000,843.85,843.98,842.79,843.53,502.524
1757016000000,843.54,845.05,843.3,844.72,753.395
1757016900000,844.72,846.48,844.31,846.23,663.949
1757017800000,846.22,846.31,845.37,845.41,911.016
1757018700000,845.41,845.9,844.92,845.73,603.581
1757019600000,845.73,846.8,845.31,846.71,1112.924
1757020500000,846.72,847.12,846.38,846.67,687.08
1757021400000,846.68,847.76,846.46,847.76,598.249
1757022300000,847.75,848.15,847.7,848.03,223.285
1757023200000,848.04,848.14,847.37,847.53,401.17
1757024100000,847.53,848.36,847.3,848.13,385.054
1757025000000,848.12,848.4,847.3,847.31,526.526
1757025900000,847.3,849.47,847.3,848.94,732.411
1757026800000,848.93,849.73,848.36,848.46,566.047
1757027700000,848.47,848.49,847.36,847.56,364.749
1757028600000,847.57,847.57,845.6,845.87,500.448
1757029500000,845.88,845.9,843.24,843.63,1212.729
1757030400000,843.62,845.3,843.01,843.43,1506.659
1757031300000,843.42,844.8,842.22,844.71,1079.086
1757032200000,844.71,845.32,844.24,844.88,422.089
1757033100000,844.88,844.88,843.68,844.0,694.995
1757034000000,844.0,845.36,843.56,844.85,563.446
1757034900000,844.84,845.76,844.32,845.76,759.643
1757035800000,845.76,846.73,845.68,846.73,502.791
1757036700000,846.73,846.93,846.31,846.56,425.454
1757037600000,846.56,847.75,846.3,847.05,933.609
1757038500000,847.04,847.36,845.44,847.04,600.783
1757039400000,847.04,847.72,846.4,846.41,740.748
1757040300000,846.41,847.58,846.4,847.34,892.714
1757041200000,847.34,847.34,845.73,845.74,531.085
1757042100000,845.74,845.83,844.83,845.0,636.19
1757043000000,844.99,845.2,844.6,844.77,349.623
1757043900000,844.77,845.78,844.48,845.78,587.873
1757044800000,845.78,845.92,844.4,844.41,1567.806
1757045700000,844.4,844.41,843.61,843.8,541.995
1757046600000,843.79,845.4,843.79,845.25,562.07
1757047500000,845.25,846.36,844.96,846.01,439.431
1757048400000,846.0,846.3,845.35,846.22,568.023
1757049300000,846.23,847.53,846.04,847.01,1721.285
1757050200000,847.01,847.24,846.41,847.0,452.729
1757051100000,847.0,847.1,846.64,846.76,326.088
1757052000000,846.77,847.02,846.39,846.5,520.629
1757052900000,846.5,846.68,845.1,845.55,1339.791
1757053800000,845.56,846.09,845.55,845.99,342.018
1757054700000,845.99,846.7,845.81,846.7,684.226
1757055600000,846.7,848.74,846.69,847.73,1547.2
1757056500000,847.73,849.5,847.64,849.04,1641.065
1757057400000,849.04,850.81,848.6,850.42,2411.77
1757058300000,850.42,851.17,850.08,850.68,3112.768
1757059200000,850.67,850.92,848.34,848.66,2314.057
1757060100000,848.67,848.9,847.53,848.44,1022.744
