symbol,entry_time,direction,entry_signal,entry_real,sl_original,tp1,contracts,pnl_neto,exit_events,exit_type,explanation,score,fib_low_key,fib_high_key,fib_width,phase_h1,ci_value,wr_5m,wr_15m,st_aligned,st_bias_bullish,st_bias_bearish,mom_score,mom_direction,vol_ratio_5m,body_ratio_4h,hour_of_day,direction_long
BTCUSDT,2025-07-06T20:00:00+00:00,bullish,108611.54,108641.123737,108050.13666,109453.64500999998,0.0026718758032327115,1.0032,"['be_50%@1697', {'type': 'tp1', 'contracts': np.float64(0.0016031254819396268), 'price': np.float64(109453.64500999998), 'pnl': np.float64(1.302573558051359), 'comm': np.float64(0.08773396370335253)}, {'type': 'sl_rem', 'contracts': np.float64(0.0010687503212930846), 'price': np.float64(108633.26230799999), 'pnl': np.float64(-0.008401904311536743), 'comm': np.float64(0.058050916997395466)}]",tp1_partial_then_sl,Fib=0.5-0.75 Sig=LONG Phase=compressing CI=48.16003652854566 WR=-6.004454618574463 ST=bullish Veto=False,100,0.5,0.75,0.012588707187708222,compressing,48.16003652854566,-6.004454618574463,-24.451746553324508,0,1,0,0.31991485885661797,bullish,0.6794712184507933,0.5720635521089462,20,0
BTCUSDT,2025-07-11T16:00:00+00:00,bullish,116944.95,116994.841704,116371.66025999999,117804.88461000001,0.0026427278023019533,0.9466,"['be_50%@3079', {'type': 'tp1', 'contracts': np.float64(0.0015856366813811718), 'price': np.float64(117804.88461000001), 'pnl': np.float64(1.2844337447931915), 'comm': np.float64(0.09339787314174615)}, {'type': 'sl_rem', 'contracts': np.float64(0.0010570911209207814), 'price': np.float64(116968.33898999999), 'pnl': np.float64(-0.02801578395172896), 'comm': np.float64(0.061823096287590515)}]",tp1_partial_then_sl,Fib=0.75-1.0 Sig=LONG Phase=compressing CI=52.161591104256914 WR=-82.16766234397055 ST=bearish Veto=False,100,0.75,1.0,0.029823452216653723,compressing,52.161591104256914,-82.16766234397055,-85.7029243014303,0,0,1,0.6642209828285934,bullish,1.1622909239470827,0.7863913735103086,16,0
BTCUSDT,2025-07-11T17:00:00+00:00,bullish,117465.51,117513.085959,116371.66025999999,119106.28461,0.0013980419267978425,2.9525,"['be_50%@3610', {'type': 'tp1', 'contracts': np.float64(0.0008388251560787055), 'price': np.float64(119106.28461), 'pnl': np.float64(1.336415106969638), 'comm': np.float64(0.04995467388896899)}, {'type': 'tp2', 'contracts': np.float64(0.000559216770719137), 'price': np.float64(120699.48326085716), 'pnl': np.float64(1.7818868092928506), 'comm': np.float64(0.03374858762830254)}]",tp2_reached,Fib=0.75-1.0 Sig=LONG Phase=compressing CI=53.931924396677665 WR=-3.408491487189771 ST=bearish Veto=False,100,0.75,1.0,0.029823452216653723,compressing,53.931924396677665,-3.408491487189771,-44.50959723791425,0,0,1,0.6636310475353792,bullish,0.5383949152699133,0.7863913735103086,17,0
BTCUSDT,2025-07-21T01:00:00+00:00,bullish,117305.73,117351.281075,116281.97,118841.37,0.0007685075683264268,0.5898,"['be_50%@5795', {'type': 'tp1', 'contracts': np.float64(0.00046110454099585607), 'price': np.float64(118841.37), 'pnl': np.float64(0.6870867700027502), 'comm': np.float64(0.02739914768258435)}, {'type': 'sl_rem', 'contracts': np.float64(0.00030740302733057073), 'price': np.float64(117329.191146), 'pnl': np.float64(-0.006790510916372374), 'comm': np.float64(0.0180336742762638)}]",tp1_partial_then_sl,Fib=0.5-0.75 Sig=LONG Phase=compressing CI=50.878817236594614 WR=-13.720034480125381 ST=bearish Veto=False,95,0.5,0.75,0.03967666789930316,compressing,50.878817236594614,-13.720034480125381,-56.00783644579237,0,0,1,0.002929174921870323,neutral,2.001919027651848,0.5424060580082873,1,0
BTCUSDT,2025-07-21T09:00:00+00:00,bearish,118973.25,118935.670779,119916.08346,117558.99981000001,0.0016783252237878787,-0.2228,"['be_50%@5902', {'type': 'sl_full', 'contracts': np.float64(0.0016783252237878787), 'price': np.float64(118949.45535), 'pnl': np.float64(-0.023134993927666284), 'comm': np.float64(0.09981793563486753)}]",full_sl,Fib=0.75-1.0 Sig=SHORT Phase=compressing CI=37.31270558861765 WR=-81.65400713067667 ST=bullish Veto=False,95,0.75,1.0,0.03816250679114595,compressing,37.31270558861765,-81.65400713067667,-53.96941948859707,0,1,0,0.6731046825359418,bullish,0.41190074236233754,0.9050033570189657,9,0
BTCUSDT,2025-07-23T00:00:00+00:00,bearish,119900.0,119864.167786,120488.2956,119017.55660000001,0.0026840924669225648,2.8612,"['be_50%@6348', {'type': 'tp1', 'contracts': np.float64(0.001610455480153539), 'price': np.float64(119017.55660000001), 'pnl': np.float64(1.3634296235928514), 'comm': np.float64(0.09583623813047701)}, {'type': 'tp2', 'contracts': np.float64(0.0010736369867690259), 'price': np.float64(118170.94541428573), 'pnl': np.float64(1.8179061647904684), 'comm': np.float64(0.06343634887912038)}]",tp2_reached,Fib=0.75-1.0 Sig=SHORT Phase=compressing CI=47.91969082349625 WR=-77.66860205448876 ST=bullish Veto=False,95,0.75,1.0,0.03816250679114595,compressing,47.91969082349625,-77.66860205448876,-55.620862750553655,0,1,0,0.6479812669109405,bullish,0.7352490768106402,0.8607742896778504,0,0
BTCUSDT,2025-07-23T01:00:00+00:00,bearish,119473.02,119434.042539,120488.2956,117950.10660000001,0.0015975541887155993,1.2227,"['be_50%@6381', {'type': 'tp1', 'contracts': np.float64(0.0009585325132293595), 'price': np.float64(117950.10660000001), 'pnl': np.float64(1.422400844944096), 'comm': np.float64(0.05652950605748444)}, {'type': 'sl_rem', 'contracts': np.float64(0.0006390216754862398), 'price': np.float64(119449.125396), 'pnl': np.float64(-0.00963827264254833), 'comm': np.float64(0.03816529012295894)}]",tp1_partial_then_sl,Fib=0.75-1.0 Sig=SHORT Phase=compressing CI=55.33905086262399 WR=-94.9360661034939 ST=bearish Veto=False,100,0.75,1.0,0.03816250679114595,compressing,55.33905086262399,-94.9360661034939,-99.99884815186026,0,0,1,0.6550422990264683,bullish,0.6276764287347798,0.8607742896778504,1,0
BTCUSDT,2025-07-23T03:00:00+00:00,bearish,118984.37,118945.365055,120105.71196,117302.35705999998,0.0014627989007568601,1.2599,"['be_50%@6448', {'type': 'tp1', 'contracts': np.float64(0.0008776793404541161), 'price': np.float64(117302.35705999998), 'pnl': np.float64(1.442034173036313), 'comm': np.float64(0.051476927689067004)}, {'type': 'sl_rem', 'contracts': np.float64(0.000585119560302744), 'price': np.float64(118960.573126), 'pnl': np.float64(-0.008898540067337242), 'comm': np.float64(0.034803079120423776)}]",tp1_partial_then_sl,Fib=0.5-0.75 Sig=SHORT Phase=compressing CI=44.7106532183683 WR=-91.64260826281806 ST=bearish Veto=False,95,0.5,0.75,0.03967666789930316,compressing,44.7106532183683,-91.64260826281806,-95.31920415224909,0,0,1,0.6750353554569979,bullish,1.501856604107023,0.8607742896778504,3,0
BTCUSDT,2025-07-25T18:00:00+00:00,bullish,116151.45,116191.693361,115095.32804,117735.63294000001,0.0007855132906400067,1.6058,"['be_50%@7148', {'type': 'tp1', 'contracts': np.float64(0.000471307974384004), 'price': np.float64(117735.63294000001), 'pnl': np.float64(0.7276710353478001), 'comm': np.float64(0.027744871336885014)}, {'type': 'tp2', 'contracts': np.float64(0.0003142053162560027), 'price': np.float64(119279.57251857145), 'pnl': np.float64(0.9702280471304002), 'comm': np.float64(0.018739137903039275)}]",tp2_reached,Fib=0.5-0.75 Sig=LONG Phase=compressing CI=46.549650378576615 WR=-40.99464067181651 ST=bearish Veto=False,95,0.5,0.75,0.03967666789930316,compressing,46.549650378576615,-40.99464067181651,-1.3348025178476821,0,0,1,-0.759614459751732,bearish,0.5588018283302034,0.6236614237068259,18,0
BTCUSDT,2025-07-25T19:00:00+00:00,bullish,116499.63,116534.12214,115640.0564,117788.99040000001,0.0009791380124032664,1.6052,"['be_50%@7160', {'type': 'tp1', 'contracts': np.float64(0.0005874828074419598), 'price': np.float64(117788.99040000001), 'pnl': np.float64(0.7372135281867663), 'comm': np.float64(0.03459950338297303)}, {'type': 'tp2', 'contracts': np.float64(0.0003916552049613066), 'price': np.float64(119043.85865971431), 'pnl': np.float64(0.9829513709156886), 'comm': np.float64(0.023312073431377613)}]",tp2_reached,Fib=0.5-0.75 Sig=LONG Phase=compressing CI=43.261657804055915 WR=-13.131140375879712 ST=bullish Veto=False,95,0.5,0.75,0.03967666789930316,compressing,43.261657804055915,-13.131140375879712,-0.0,0,1,0,-0.5420892643829152,bearish,1.2021688871518488,0.6236614237068259,19,0
