symbol,entry_time,direction,entry_signal,entry_real,sl_original,tp1,contracts,pnl_neto,exit_events,exit_type
ETHUSDT,2025-12-07T04:30:00+00:00,bearish,3047.77,3047.160446,3064.12602,3018.3291639999998,0.06113956818345719,-0.1863,"['be_50%@1818', {'type': 'sl_full', 'contracts': np.float64(0.06113956818345719), 'price': np.float64(3047.160446), 'pnl': np.float64(0.0), 'comm': np.float64(0.09315103692707541)}]",full_sl
ETHUSDT,2025-12-07T04:35:00+00:00,bearish,3043.71,3043.101258,3064.12602,3006.961164,0.04888989035382278,-0.1488,"['be_50%@1840', {'type': 'sl_full', 'contracts': np.float64(0.04888989035382278), 'price': np.float64(3043.101258), 'pnl': np.float64(0.0), 'comm': np.float64(0.07438844341960009)}]",full_sl
ETHUSDT,2025-12-07T04:40:00+00:00,bearish,3045.46,3044.850908,3064.12602,3011.861164,0.05339377169814777,-0.1626,"['be_50%@1826', {'type': 'sl_full', 'contracts': np.float64(0.05339377169814777), 'price': np.float64(3044.850908), 'pnl': np.float64(0.0), 'comm': np.float64(0.08128803711832497)}]",full_sl
ETHUSDT,2025-12-07T05:15:00+00:00,bearish,3044.73,3044.121054,3064.12602,3009.8171639999996,0.07695058957848255,-0.2342,"['be_50%@1840', {'type': 'sl_full', 'contracts': np.float64(0.07695058957848255), 'price': np.float64(3044.121054), 'pnl': np.float64(0.0), 'comm': np.float64(0.11712345492678587)}]",full_sl
ETHUSDT,2025-12-07T05:20:00+00:00,bearish,3045.09,3044.480982,3064.12602,3010.8251640000003,0.07822126005479325,-0.2381,"['be_50%@1840', {'type': 'sl_full', 'contracts': np.float64(0.07822126005479325), 'price': np.float64(3044.480982), 'pnl': np.float64(0.0), 'comm': np.float64(0.11907156931244717)}]",full_sl
ETHUSDT,2025-12-07T05:25:00+00:00,bearish,3045.28,3044.670944,3064.12602,3011.3571640000005,0.07882031982078322,-0.24,"['be_50%@1827', {'type': 'sl_full', 'contracts': np.float64(0.07882031982078322), 'price': np.float64(3044.6709440000004), 'pnl': np.float64(0.0), 'comm': np.float64(0.119990968777563)}]",full_sl
ETHUSDT,2025-12-07T07:15:00+00:00,bearish,3037.27,3036.662546,3057.11202,3001.554364,0.07468239598012413,3.4458,"['be_50%@1899', {'type': 'tp1', 'contracts': np.float64(0.04480943758807448), 'price': np.float64(3001.554364), 'pnl': np.float64(1.5731778901597573), 'comm': np.float64(0.0672489814704353)}, {'type': 'tp2', 'contracts': np.float64(0.029872958392049655), 'price': np.float64(2966.446182), 'pnl': np.float64(2.0975705202130097), 'comm': np.float64(0.04430826168357028)}]",tp2_reached
ETHUSDT,2025-12-07T07:20:00+00:00,bearish,3036.77,3036.162646,3057.11202,3000.154364,0.07538762487370654,3.5734,"['be_50%@1899', {'type': 'tp1', 'contracts': np.float64(0.045232574924223924), 'price': np.float64(3000.154364), 'pnl': np.float64(1.6287473134575943), 'comm': np.float64(0.06785235352693368)}, {'type': 'tp2', 'contracts': np.float64(0.030155049949482617), 'price': np.float64(2964.1460819999998), 'pnl': np.float64(2.1716630846101257), 'comm': np.float64(0.044691986580136595)}]",tp2_reached
ETHUSDT,2025-12-07T07:25:00+00:00,bearish,3038.07,3037.462386,3057.11202,3003.7943640000003,0.08334924002932824,3.6775,"['be_50%@1899', {'type': 'tp1', 'contracts': np.float64(0.05000954401759694), 'price': np.float64(3003.7943640000003), 'pnl': np.float64(1.683722428194414), 'comm': np.float64(0.07510919323313381)}, {'type': 'tp2', 'contracts': np.float64(0.0333396960117313), 'price': np.float64(2970.1263420000005), 'pnl': np.float64(2.2449632375925526), 'comm': np.float64(0.04951155467935774)}]",tp2_reached
ETHUSDT,2025-12-07T07:35:00+00:00,bearish,3035.0,3034.393,3057.11202,2995.198364,0.07427182559667513,3.8521,"['be_50%@1900', {'type': 'tp1', 'contracts': np.float64(0.044563095358005074), 'price': np.float64(2995.198364), 'pnl': np.float64(1.7466343015903063), 'comm': np.float64(0.06673765515553638)}, {'type': 'tp2', 'contracts': np.float64(0.02970873023867005), 'price': np.float64(2956.0037279999997), 'pnl': np.float64(2.3288457354537417), 'comm': np.float64(0.0439095586698275)}]",tp2_reached
