symbol,entry_time,direction,entry_signal,entry_real,sl_original,tp1,contracts,pnl_neto,exit_events,exit_type,explanation,score,fib_low_key,fib_high_key,fib_width,phase_h1,ci_value,wr_5m,wr_15m,st_aligned,st_bias_bullish,st_bias_bearish,mom_score,mom_direction,vol_ratio_5m,body_ratio_4h,hour_of_day,direction_long
BTCUSDT,2025-10-14T23:00:00+00:00,bullish,113227.8,113267.802703,112458.21284000001,114382.18074,0.0019490969677820622,-1.8318,"[{'type': 'sl_full', 'contracts': np.float64(0.0019490969677820622), 'price': np.float64(112440.85569714286), 'pnl': np.float64(-1.611799901354178), 'comm': np.float64(0.10957906544706078)}]",full_sl,Fib=0.25-0.5 Sig=LONG Phase=compressing CI=44.502003408050705 WR=-46.26145938212054 ST=bullish Veto=False,95,0.25,0.5,0.05599178786895307,compressing,44.502003408050705,-46.26145938212054,-8.499352252292605,0,1,0,-0.5709774501514615,bearish,1.1157524294526089,0.30778885142661866,23,0
BTCUSDT,2025-10-19T07:00:00+00:00,bearish,106795.79,106767.453556,107394.36,105897.93499999998,0.002460069066303019,-0.2798,"['be_50%@5285', {'type': 'sl_full', 'contracts': np.float64(0.002460069066303019), 'price': np.float64(106774.430842), 'pnl': np.float64(-0.017164604752462145), 'comm': np.float64(0.1313362371932576)}]",full_sl,Fib=0.0-0.25 Sig=SHORT Phase=compressing CI=36.04324795880797 WR=-32.49850584853682 ST=bearish Veto=False,100,0.0,0.25,0.05931281862745099,compressing,36.04324795880797,-32.49850584853682,-62.220023498855966,0,0,1,-0.7845284893474447,bearish,0.3602228001778966,0.6696700802581304,7,0
BTCUSDT,2025-10-20T02:00:00+00:00,bullish,107967.16,108006.106575,107187.71496,109136.32756,0.0018838096828025937,2.7758,"['be_50%@5503', {'type': 'tp1', 'contracts': np.float64(0.0011302858096815561), 'price': np.float64(109136.32756), 'pnl': np.float64(1.2774727413112874), 'comm': np.float64(0.06167762118091307)}, {'type': 'tp2', 'contracts': np.float64(0.0007535238731210376), 'price': np.float64(110266.54854514287), 'pnl': np.float64(1.7032969884150502), 'comm': np.float64(0.04154423836771248)}]",tp2_reached,Fib=0.25-0.5 Sig=LONG Phase=compressing CI=35.812020203466695 WR=-80.85017275677816 ST=bearish Veto=False,95,0.25,0.5,0.05599178786895307,compressing,35.812020203466695,-80.85017275677816,-68.89465860054081,0,0,1,-0.22746112860459095,bearish,0.5469688682887682,0.4966945863935954,2,0
BTCUSDT,2025-11-09T01:00:00+00:00,bearish,101903.31,101868.716767,102687.1644,100727.52840000001,0.0019263314200913871,-1.801,"[{'type': 'sl_full', 'contracts': np.float64(0.0019263314200913871), 'price': np.float64(102701.37697142856), 'pnl': np.float64(-1.6039795148760054), 'comm': np.float64(0.09891844467335643)}]",full_sl,Fib=0.0-0.25 Sig=SHORT Phase=compressing CI=44.311070205013 WR=-60.55513753030678 ST=bearish Veto=False,100,0.0,0.25,0.044104686714836534,compressing,44.311070205013,-60.55513753030678,-60.876828659929,0,0,1,-0.7293957842638593,bearish,1.5037282241130903,0.6940046274083257,1,0
BTCUSDT,2025-11-12T10:00:00+00:00,bullish,104666.6,104707.48082,102845.48681999999,107398.26977000003,0.0008143086105608681,-1.617,"[{'type': 'sl_full', 'contracts': np.float64(0.0008143086105608681), 'price': np.float64(102825.53932), 'pnl': np.float64(-1.5324811680218364), 'comm': np.float64(0.041865861026920546)}]",full_sl,Fib=0.25-0.5 Sig=LONG Phase=compressing CI=29.30456905107881 WR=-40.80944517506925 ST=bullish Veto=False,100,0.25,0.5,0.0422416327366627,compressing,29.30456905107881,-40.80944517506925,-14.071469433649694,1,1,0,-0.5100618697010237,bearish,0.28288416567652924,0.9139843660190886,10,0
BTCUSDT,2025-11-12T11:00:00+00:00,bullish,104984.5,105020.465614,103800.09378,106761.10933,0.001231582063390376,-1.65,"[{'type': 'sl_full', 'contracts': np.float64(0.001231582063390376), 'price': np.float64(103785.12506571428), 'pnl': np.float64(-1.5214232617994032), 'comm': np.float64(0.06390994923883031)}]",full_sl,Fib=0.25-0.5 Sig=LONG Phase=compressing CI=30.467411413037098 WR=-9.49697129312549 ST=bullish Veto=False,100,0.25,0.5,0.0422416327366627,compressing,30.467411413037098,-9.49697129312549,-5.578544132637887,1,1,0,-0.5066184264415226,bearish,0.735197715397462,0.9139843660190886,11,0
BTCUSDT,2025-11-25T21:00:00+00:00,bullish,87337.36,87374.441472,86010.12502,89328.21247,0.0010803990399962094,2.8593,"['be_50%@16337', {'type': 'tp1', 'contracts': np.float64(0.0006482394239977256), 'price': np.float64(89328.21247), 'pnl': np.float64(1.2665113863669768), 'comm': np.float64(0.028953034499149623)}, {'type': 'tp2', 'contracts': np.float64(0.00043215961599848377), 'price': np.float64(91281.98346799999), 'pnl': np.float64(1.6886818484893025), 'comm': np.float64(0.01972419346155541)}]",tp2_reached,Fib=0.0-0.25 Sig=LONG Phase=compressing CI=41.08187368387398 WR=-16.60323501427202 ST=bullish Veto=False,95,0.0,0.25,0.11104218362282878,compressing,41.08187368387398,-16.60323501427202,-44.60204314798592,0,1,0,-0.22724087508466603,bearish,1.0785083402407991,0.3679431981267518,21,0
BTCUSDT,2025-11-25T22:00:00+00:00,bullish,86735.98,86770.854196,86385.9319,87261.05215,0.004218943464840021,2.5278,"['be_50%@16108', {'type': 'tp1', 'contracts': np.float64(0.0025313660789040124), 'price': np.float64(87261.05215), 'pnl': np.float64(1.240870472703757), 'comm': np.float64(0.11044483371099204)}, {'type': 'tp2', 'contracts': np.float64(0.0016875773859360084), 'price': np.float64(87751.250104), 'pnl': np.float64(1.6544939636050093), 'comm': np.float64(0.07404351263156261)}]",tp2_reached,Fib=0.0-0.25 Sig=LONG Phase=compressing CI=49.64465866692509 WR=-95.26585176510886 ST=bearish Veto=False,95,0.0,0.25,0.11104218362282878,compressing,49.64465866692509,-95.26585176510886,-68.17224592495346,0,0,1,-0.24832132458401274,bearish,0.9838552740319778,0.3679431981267518,22,0
BTCUSDT,2025-11-27T18:00:00+00:00,bullish,91415.28,91446.159485,90668.3,92535.75,0.002027832974460228,-1.7875,"[{'type': 'sl_full', 'contracts': np.float64(0.002027832974460228), 'price': np.float64(90655.70357142857), 'pnl': np.float64(-1.6029125655281495), 'comm': np.float64(0.09191731251251736)}]",full_sl,Fib=0.25-0.5 Sig=LONG Phase=compressing CI=46.582801376708076 WR=-65.4857007097667 ST=bullish Veto=False,100,0.25,0.5,0.09296472890378453,compressing,46.582801376708076,-65.4857007097667,-21.08847595470328,1,1,0,-0.06170975791199132,neutral,0.42909613098810157,0.5740416188231675,18,0
BTCUSDT,2025-11-28T18:00:00+00:00,bearish,90570.05,90524.540704,92200.31090000001,88124.65865,0.0004563494853982433,1.4927,"['be_50%@17569', {'type': 'tp1', 'contracts': np.float64(0.000273809691238946), 'price': np.float64(88124.65865), 'pnl': np.float64(0.6571109642938587), 'comm': np.float64(0.012064692787747005)}, {'type': 'tp2', 'contracts': np.float64(0.00018253979415929733), 'price': np.float64(85724.77659571428), 'pnl': np.float64(0.8761479523918116), 'comm': np.float64(0.007824091537066718)}]",tp2_reached,Fib=0.25-0.5 Sig=SHORT Phase=compressing CI=38.040399760654054 WR=-65.50936176996802 ST=bearish Veto=False,95,0.25,0.5,0.08769864626250735,compressing,38.040399760654054,-65.50936176996802,-72.73617117272165,0,0,1,0.5271254782741205,bullish,0.8145435744922317,0.5489097509759177,18,0
