symbol,entry_time,direction,entry_signal,entry_real,sl_original,tp1,contracts,pnl_neto,exit_events,exit_type
BTCUSDT,2026-03-29T12:00:00+00:00,bearish,66797.37,66784.010526,67121.98602,66310.44597,0.00562316367717868,-0.3755,"['be_50%@8221', {'type': 'sl_full', 'contracts': np.float64(0.00562316367717868), 'price': np.float64(66784.010526), 'pnl': np.float64(0.0), 'comm': np.float64(0.1877687111030609)}]",full_sl
BTCUSDT,2026-03-29T12:05:00+00:00,bearish,66781.33,66767.973734,67121.98602,66270.34597000001,0.005341857605690487,-0.3567,"['be_50%@8232', {'type': 'sl_full', 'contracts': np.float64(0.005341857605690487), 'price': np.float64(66767.973734), 'pnl': np.float64(0.0), 'comm': np.float64(0.1783325041537553)}]",full_sl
BTCUSDT,2026-03-29T12:10:00+00:00,bearish,66773.06,66759.705388,67121.98602,66249.67097,0.0051999159484770316,-0.3471,"['be_50%@8232', {'type': 'sl_full', 'contracts': np.float64(0.0051999159484770316), 'price': np.float64(66759.705388), 'pnl': np.float64(0.0), 'comm': np.float64(0.17357242838134462)}]",full_sl
BTCUSDT,2026-04-15T04:15:00+00:00,bearish,74338.0,74323.1324,74846.86494,73574.70259,0.0017776610856558247,0.6666,"['be_50%@13026', {'type': 'tp1', 'contracts': np.float64(0.0010665966513934949), 'price': np.float64(73574.70259), 'pnl': np.float64(0.7982727291490711), 'comm': np.float64(0.03923726570488315)}, {'type': 'sl_rem', 'contracts': np.float64(0.00071106443426233), 'price': np.float64(74323.1324), 'pnl': np.float64(0.0), 'comm': np.float64(0.026424268046305124)}]",tp1_partial_then_sl
BTCUSDT,2026-04-15T04:20:00+00:00,bearish,74330.21,74315.343958,74846.86494,73555.22759000002,0.0017605338886960285,0.6725,"['be_50%@13027', {'type': 'tp1', 'contracts': np.float64(0.001056320333217617), 'price': np.float64(73555.22759000002), 'pnl': np.float64(0.8029263751299123), 'comm': np.float64(0.038848941258883246)}, {'type': 'sl_rem', 'contracts': np.float64(0.0007042135554784115), 'price': np.float64(74315.34395800001), 'pnl': np.float64(0.0), 'comm': np.float64(0.02616693629763214)}]",tp1_partial_then_sl
BTCUSDT,2026-04-15T04:25:00+00:00,bearish,74318.14,74303.276372,74846.86494,73525.05259,0.0017298828939456136,0.6796,"['be_50%@13027', {'type': 'tp1', 'contracts': np.float64(0.001037929736367368), 'price': np.float64(73525.05259), 'pnl': np.float64(0.807741604886077), 'comm': np.float64(0.03815691922556779)}, {'type': 'sl_rem', 'contracts': np.float64(0.0006919531575782455), 'price': np.float64(74303.27637200001), 'pnl': np.float64(0.0), 'comm': np.float64(0.025707193352007225)}]",tp1_partial_then_sl
BTCUSDT,2026-04-15T05:15:00+00:00,bearish,74233.64,74218.793272,74583.37902,73709.03147000002,0.0026297589002948576,0.6096,"['be_50%@13026', {'type': 'tp1', 'contracts': np.float64(0.0015778553401769146), 'price': np.float64(73709.03147000002), 'pnl': np.float64(0.8043303815038739), 'comm': np.float64(0.05815109446210389)}, {'type': 'sl_rem', 'contracts': np.float64(0.001051903560117943), 'price': np.float64(74218.793272), 'pnl': np.float64(0.0), 'comm': np.float64(0.03903550643523722)}]",tp1_partial_then_sl
BTCUSDT,2026-04-15T05:20:00+00:00,bearish,74114.35,74099.52713,74583.37902,73410.80647000003,0.0019706690286121274,-0.146,"['be_50%@13047', {'type': 'sl_full', 'contracts': np.float64(0.0019706690286121274), 'price': np.float64(74099.52713), 'pnl': np.float64(0.0), 'comm': np.float64(0.07301282157494754)}]",full_sl
BTCUSDT,2026-04-15T05:25:00+00:00,bearish,74013.83,73999.027234,74583.37902,73159.50647000002,0.0016209417249294232,-0.1199,"['be_50%@13050', {'type': 'sl_full', 'contracts': np.float64(0.0016209417249294232), 'price': np.float64(73999.02723400001), 'pnl': np.float64(0.0), 'comm': np.float64(0.059974055423889665)}]",full_sl
BTCUSDT,2026-04-15T05:30:00+00:00,bearish,74018.5,74003.6963,74583.37902,73171.18147000001,0.0016327498940911305,-0.1208,"['be_50%@13050', {'type': 'sl_full', 'contracts': np.float64(0.0016327498940911305), 'price': np.float64(74003.6963), 'pnl': np.float64(0.0), 'comm': np.float64(0.060414763648088586)}]",full_sl
BTCUSDT,2026-04-15T05:35:00+00:00,bearish,73888.01,73873.232398,74583.37902,72844.95647,0.001325051752556608,-1.0393,"[{'type': 'sl_full', 'contracts': np.float64(0.001325051752556608), 'price': 74583.37902, 'pnl': np.float64(-0.9409810260532553), 'comm': np.float64(0.049413418541022366)}]",full_sl
BTCUSDT,2026-04-15T05:40:00+00:00,bearish,73948.83,73934.040234,74583.37902,72997.00647000002,0.0014397704188872822,-1.0418,"[{'type': 'sl_full', 'contracts': np.float64(0.0014397704188872822), 'price': 74583.37902, 'pnl': np.float64(-0.9348987759189692), 'comm': np.float64(0.05369147142682716)}]",full_sl
