simulacion,pnl_final,max_drawdown,win_rate
0,120.82959999999997,5.487400000000008,49.62406015037594
1,105.2507,4.505900000000025,48.87218045112782
2,133.63080000000002,9.585499999999968,54.88721804511278
3,73.0967,15.83999999999999,43.609022556390975
4,96.72769999999997,14.396299999999997,50.37593984962406
5,136.19410000000008,7.981499999999983,50.37593984962406
6,117.9879,5.719100000000012,45.86466165413533
7,69.3161,8.832700000000017,51.127819548872175
8,149.33950000000004,4.560099999999949,57.89473684210527
9,108.6155,6.337899999999962,51.8796992481203
10,110.96530000000001,8.779700000000005,56.390977443609025
11,132.8246,7.5137000000000285,53.383458646616546
12,161.899,4.842499999999973,54.88721804511278
13,146.592,4.472300000000018,54.88721804511278
14,83.2937,5.531100000000009,45.11278195488722
15,103.95670000000001,8.383399999999995,51.8796992481203
16,134.25979999999996,4.158500000000004,52.63157894736842
17,117.71439999999996,7.110299999999995,49.62406015037594
18,112.13979999999998,16.262299999999982,45.86466165413533
19,132.60670000000007,7.774000000000001,51.8796992481203
20,99.37079999999992,8.41360000000003,45.86466165413533
21,109.59169999999995,8.72460000000001,49.62406015037594
22,55.78899999999999,21.360600000000005,40.6015037593985
23,134.8352,7.63900000000001,51.127819548872175
24,108.20449999999994,7.017599999999987,47.368421052631575
25,64.32660000000001,8.492499999999993,44.3609022556391
26,111.94719999999995,6.206800000000001,46.616541353383454
27,115.68230000000005,6.030299999999983,57.89473684210527
28,22.653599999999983,20.44959999999999,38.34586466165413
29,102.57339999999994,9.809900000000027,46.616541353383454
30,142.16959999999997,6.9199999999999875,55.639097744360896
31,162.6753,4.953800000000001,61.65413533834586
32,73.11529999999999,18.874399999999994,39.097744360902254
33,140.75779999999997,6.650299999999987,54.88721804511278
34,114.21839999999997,8.767899999999997,50.37593984962406
35,98.68029999999999,14.00369999999998,46.616541353383454
36,79.10070000000002,8.7607,43.609022556390975
37,90.31990000000002,7.7409999999999854,44.3609022556391
38,158.30970000000008,5.954999999999927,55.639097744360896
39,139.12359999999995,5.191599999999994,51.8796992481203
40,139.1238,8.458500000000015,56.390977443609025
41,88.47140000000002,8.7397,42.857142857142854
42,122.17759999999998,4.7242999999999995,50.37593984962406
43,119.15620000000001,7.089999999999975,49.62406015037594
44,112.0634,11.86269999999999,49.62406015037594
45,80.03120000000001,9.709499999999991,46.616541353383454
46,149.50340000000006,6.61209999999997,54.13533834586466
47,103.24849999999998,4.970100000000002,48.87218045112782
48,160.65109999999993,8.934799999999996,57.89473684210527
49,106.89639999999997,10.825400000000002,47.368421052631575
50,116.21619999999999,5.868600000000001,51.127819548872175
51,126.93659999999994,7.5344000000000335,50.37593984962406
52,124.50209999999996,18.21780000000001,53.383458646616546
53,70.46780000000001,13.536000000000001,39.849624060150376
54,125.41899999999998,6.863799999999998,49.62406015037594
55,79.28890000000001,11.47160000000001,45.11278195488722
56,139.46929999999995,8.607700000000023,51.8796992481203
57,95.70780000000002,13.499700000000004,51.127819548872175
58,76.94520000000006,10.064800000000005,42.10526315789473
59,153.38220000000004,9.399500000000018,51.8796992481203
60,103.73040000000003,5.852000000000032,46.616541353383454
61,140.54010000000002,5.057700000000011,55.639097744360896
62,112.1291,8.450299999999999,51.127819548872175
63,158.22859999999997,8.160300000000007,48.87218045112782
64,134.99229999999991,6.923800000000028,48.1203007518797
65,79.20139999999995,14.591200000000015,48.87218045112782
66,111.5596999999999,12.0351,53.383458646616546
67,73.59030000000001,18.72789999999999,47.368421052631575
68,121.89979999999991,7.497000000000014,50.37593984962406
69,97.5796,9.757400000000018,47.368421052631575
70,139.86929999999992,6.867899999999992,52.63157894736842
71,109.34909999999996,7.044399999999996,45.11278195488722
72,116.66399999999999,11.479299999999995,48.87218045112782
73,116.09929999999997,8.571900000000028,47.368421052631575
74,101.02609999999999,9.903899999999993,49.62406015037594
75,179.423,3.400499999999994,56.390977443609025
76,152.40979999999996,5.976399999999984,56.390977443609025
77,86.57709999999994,10.2534,48.87218045112782
78,88.07649999999995,8.042199999999994,48.87218045112782
79,85.50690000000003,10.003899999999987,44.3609022556391
80,99.98229999999995,6.2376000000000005,50.37593984962406
81,121.80700000000002,11.132499999999993,53.383458646616546
82,97.63879999999995,8.532200000000017,45.86466165413533
83,120.85270000000003,6.386600000000044,48.87218045112782
84,106.8272,4.767300000000006,50.37593984962406
85,75.82339999999999,12.87730000000002,44.3609022556391
86,106.6918,12.012599999999992,48.87218045112782
87,125.40839999999994,13.133600000000001,49.62406015037594
88,92.202,13.274099999999976,42.10526315789473
89,90.03190000000001,4.631799999999998,45.86466165413533
90,103.11219999999997,5.267799999999994,44.3609022556391
91,74.47450000000003,10.494799999999998,42.10526315789473
92,96.17409999999995,6.284599999999983,49.62406015037594
93,161.27830000000006,3.3192999999999984,51.8796992481203
94,76.65350000000001,6.833499999999987,44.3609022556391
95,120.27300000000002,12.979399999999998,51.127819548872175
96,96.6422,11.416500000000013,48.87218045112782
97,120.8289,16.217700000000008,51.127819548872175
98,93.77139999999997,10.846699999999998,48.1203007518797
99,110.39769999999999,11.618299999999977,51.8796992481203
100,98.15769999999998,9.3142,40.6015037593985
101,119.9273,6.511499999999955,48.1203007518797
102,100.27369999999996,12.052000000000007,48.1203007518797
103,65.87370000000004,7.518299999999982,39.849624060150376
104,156.00310000000002,10.121399999999994,49.62406015037594
105,123.78029999999995,7.785999999999973,49.62406015037594
106,162.83370000000014,5.911899999999974,53.383458646616546
107,109.50649999999993,10.386800000000022,46.616541353383454
108,132.42720000000003,6.44980000000001,45.11278195488722
109,91.1993,11.102100000000007,45.11278195488722
110,127.88990000000001,7.060299999999984,48.87218045112782
111,119.1628,8.195499999999996,51.8796992481203
112,104.86339999999998,13.12360000000001,47.368421052631575
113,132.06309999999996,8.1738,53.383458646616546
114,134.55639999999997,8.226200000000006,52.63157894736842
115,130.95499999999996,11.732799999999997,52.63157894736842
116,80.9794,8.938100000000006,43.609022556390975
117,171.21389999999997,6.659499999999994,57.89473684210527
118,102.44219999999996,5.810000000000002,48.1203007518797
119,132.11089999999996,5.892399999999995,54.13533834586466
120,137.36909999999995,8.23490000000001,48.1203007518797
121,124.90999999999997,3.9598000000000013,46.616541353383454
122,107.99109999999996,7.917000000000002,49.62406015037594
123,84.59350000000003,6.575100000000006,44.3609022556391
124,167.96309999999994,11.267199999999946,60.150375939849624
125,123.62279999999996,6.880300000000034,50.37593984962406
126,122.68209999999999,8.5171,49.62406015037594
127,117.15349999999995,6.120499999999993,45.86466165413533
128,120.00329999999997,4.910199999999989,48.1203007518797
129,99.63229999999999,11.9957,45.11278195488722
130,158.4906000000001,6.261500000000012,55.639097744360896
131,68.42259999999999,11.8476,39.849624060150376
132,96.6078,8.829800000000006,48.1203007518797
133,105.05779999999999,20.974399999999974,49.62406015037594
134,159.9769,9.16859999999997,57.14285714285714
135,89.08369999999996,6.347799999999978,48.87218045112782
136,146.67560000000003,7.426499999999976,60.150375939849624
137,76.44299999999998,6.256,45.86466165413533
138,148.08870000000005,4.423099999999977,53.383458646616546
139,115.70849999999993,5.27300000000001,52.63157894736842
140,128.12430000000003,8.669099999999986,54.13533834586466
141,127.36940000000001,5.4739999999999895,49.62406015037594
142,136.29019999999994,5.803200000000004,51.127819548872175
143,181.84390000000008,7.3063000000000216,55.639097744360896
144,98.57049999999998,9.695400000000006,48.87218045112782
